BusStopCode,planning_area,Longitude,Latitude,Description,RoadName,subzone_name
81049,Geylang,103.8873525,1.314075556,Aft Lor 34 Geylang,Geylang Rd,Aljunied
81051,Geylang,103.8903344,1.316623431,Sims Ville,Sims Ave,Aljunied
81069,Geylang,103.89069,1.314729,Opp Lor 39 Geylang,Geylang Rd,Aljunied
81081,Geylang,103.8816816,1.316216659,Opp Aljunied Stn,Aljunied Rd,Aljunied
81089,Geylang,103.8820224,1.316281943,Aljunied Stn,Aljunied Rd,Aljunied
81091,Geylang,103.8817311,1.319353333,Sims Urban Oasis,Aljunied Rd,Aljunied
81099,Geylang,103.8819467,1.319822767,Blk 102,Aljunied Rd,Aljunied
81101,Geylang,103.8915222,1.321115224,CISCO Ctr,Paya Lebar Rd,Geylang East
81109,Geylang,103.8911718,1.320913717,Opp CISCO Ctr,Paya Lebar Rd,Aljunied
81111,Geylang,103.8921169,1.318602386,Paya Lebar Stn Exit B,Paya Lebar Rd,Geylang East
81119,Geylang,103.891695,1.318567246,Paya Lebar Stn Exit C,Paya Lebar Rd,Aljunied
81129,Geylang,103.8921727,1.316311474,Paya Lebar Stn Exit D,Paya Lebar Rd,Aljunied
81131,Geylang,103.8922161,1.314315054,Opp Grandlink Sq,Guillemard Rd,Geylang East
81139,Geylang,103.8919176,1.314353286,Grandlink Sq,Guillemard Rd,Aljunied
81141,Geylang,103.8903575,1.312008056,Versailles Condo,Guillemard Rd,Geylang East
81149,Geylang,103.8896603,1.312125692,The Sunny Spring Condo,Guillemard Rd,Aljunied
81151,Geylang,103.8878458,1.311533056,Kong Hwa Sch,Guillemard Rd,Aljunied
81159,Geylang,103.8874161,1.311678738,Opp Kong Hwa Sch,Guillemard Rd,Aljunied
81161,Geylang,103.8831815,1.310546388,blk 56,Guillemard Rd,Aljunied
81169,Geylang,103.8831317,1.310783719,Opp Blk 56,Guillemard Rd,Aljunied
81171,Geylang,103.8850075,1.307517037,Blk 39,Old Airport Rd,Aljunied
81179,Geylang,103.8849071,1.307260868,Blk 22,Old Airport Rd,Aljunied
81181,Geylang,103.8884721,1.308455448,Dakota Stn Exit A/Blk 99,Old Airport Rd,Aljunied
81189,Geylang,103.8885088,1.308213086,Dakota Stn Exit B/Blk 60,Old Airport Rd,Aljunied
81191,Geylang,103.8918,1.309131667,AFT OLD AIRPORT RD,Dunman Rd,Geylang East
81199,Marine Parade,103.8906311,1.308629373,BEF OLD AIRPORT RD,Dunman Rd,Mountbatten
81201,Geylang,103.8830068,1.318693022,Opp Geylang Meth Sec Sch,Geylang East Ctrl,Aljunied
81209,Geylang,103.8842972,1.318436125,Geylang Meth Pr Sch,Geylang East Ctrl,Aljunied
81211,Geylang,103.8866675,1.319046664,Geylang Polyclinic,Geylang East Ctrl,Aljunied
81219,Geylang,103.886687,1.318771413,Opp Geylang Polyclinic,Geylang East Ctrl,Aljunied
81221,Geylang,103.8901511,1.319763313,Opp Blk 1015,Geylang East Ctrl,Aljunied
81229,Geylang,103.890188,1.319461128,Blk 1015,Geylang East Ctrl,Aljunied
81231,Geylang,103.8818961,1.313893056,Opp Kh Plaza,Aljunied Rd,Aljunied
82009,Geylang,103.9018083,1.319337172,Eunos Int,Eunos Rd 2,Geylang East
82011,Geylang,103.8948,1.31736958,Aft Tg Katong Cplx,Sims Ave,Geylang East
82029,Geylang,103.8955953,1.315698338,Blk 14 Mkt/FC,Geylang Rd,Geylang East
82032,Geylang,103.8971987,1.317764164,Blk 416,Sims Ave,Geylang East
82033,Geylang,103.8982372,1.317984493,Blk 414,Sims Ave,Geylang East
82049,Geylang,103.8989162,1.316341705,Joo Chiat Cplx,Changi Rd,Geylang East
82051,Marine Parade,103.8974011,1.300799999,Tg Katong Rd Sth P/G,Tg Katong Rd Sth,Mountbatten
82059,Marine Parade,103.8974511,1.301241978,Opp Tg Katong Rd Sth P/G,Tg Katong Rd Sth,Marine Parade
82061,Geylang,103.902269,1.318761626,Eunos Stn/ Int,Sims Ave,Geylang East
82069,Geylang,103.9029515,1.317095375,Aft Lor 106 Changi,Changi Rd,Geylang East
82071,Marine Parade,103.8954113,1.307253344,Opp Tg Katong Girls' Sch,Tg Katong Rd,Mountbatten
82079,Marine Parade,103.8951961,1.308011146,Tg Katong Girls' Sch,Tg Katong Rd,Katong
82081,Geylang,103.8941279,1.310372849,Aft Dunman Rd,Tg Katong Rd,Geylang East
82089,Geylang,103.894304,1.31086356,Aft Ipoh Lane,Tg Katong Rd,Geylang East
82091,Geylang,103.8941105,1.312646671,Aft Queen Of Peace Ch,Tg Katong Rd,Geylang East
82099,Geylang,103.8942718,1.312994615,CDAC Bldg,Tg Katong Rd,Geylang East
82109,Geylang,103.8933177,1.315189224,City Plaza,Geylang Rd,Geylang East
82111,Geylang,103.8937998,1.316119309,Opp Tg Katong Cplx,Tg Katong Rd,Geylang East
82119,Geylang,103.8940879,1.316192107,Tg Katong Cplx,Tg Katong Rd,Geylang East
82121,Geylang,103.8965764,1.309651506,Dunman View,Dunman Rd,Geylang East
82129,Marine Parade,103.8966101,1.3094346,Tg Katong Sec Sch,Dunman Rd,Katong
82131,Geylang,103.9003489,1.309559796,Opp Maranatha Hall,Dunman Rd,Geylang East
82139,Marine Parade,103.8993689,1.309389722,Maranatha Hall,Dunman Rd,Katong
82141,Geylang,103.9024837,1.310842107,Aft Koon Seng Rd,Tembeling Rd,Geylang East
82149,Geylang,103.9013636,1.311013725,Bef Koon Seng Rd,Joo Chiat Rd,Geylang East
82151,Geylang,103.9009112,1.313106162,Bef Joo Chiat Pl,Tembeling Rd,Geylang East
82159,Geylang,103.9004957,1.313270266,Aft Tembeling Rd,Joo Chiat Pl,Geylang East
82171,Geylang,103.9030699,1.313826149,Bef Mangis Rd,Joo Chiat Pl,Geylang East
82179,Geylang,103.9045321,1.313832138,Aft Rambutan Rd,Joo Chiat Pl,Geylang East
82181,Geylang,103.9058917,1.314228069,Flora East,Joo Chiat Pl,Geylang East
82221,Geylang,103.8990071,1.317605117,Blk 3A,Jln Turi,Geylang East
82229,Geylang,103.9005296,1.317531618,Kg Ubi CC,Jln Ubi,Geylang East
82231,Geylang,103.8936761,1.314201013,Opp City Plaza,Guillemard Rd,Geylang East
83011,Bedok,103.907254,1.319714911,Casa Sarina,Sims Ave East,Kembangan
83029,Bedok,103.9063525,1.317744298,Aft Kg Eunos,Changi Rd,Frankel
83031,Bedok,103.9100003,1.320270269,Opp Hong San Si Tp,Sims Ave East,Kembangan
83049,Bedok,103.9100218,1.318489755,Bef Lor 110 Changi,Changi Rd,Frankel
83059,Bedok,103.9122267,1.318889006,Mjd Kassim,Changi Rd,Frankel
83062,Bedok,103.9133278,1.320968592,Kembangan Stn,Sims Ave East,Kembangan
83063,Bedok,103.9148525,1.321201378,The Buddhist Union,Sims Ave East,Kembangan
83079,Bedok,103.9150542,1.319768333,Bef Siglap Plain,Changi Rd,Frankel
83081,Bedok,103.9173662,1.321386942,Opp Perpetual Succour Ch,Sims Ave East,Kembangan
83099,Bedok,103.9181043,1.320763784,Aft Perpetual Succour Ch,Changi Rd,Frankel
83101,Geylang,103.9048984,1.320667091,Eunos Stn,Jln Eunos,Geylang East
83109,Geylang,103.9053722,1.321356789,Opp Eunos Stn,Jln Eunos,Kembangan
83111,Geylang,103.9052731,1.32346854,Blk 17,Jln Eunos,Geylang East
83119,Bedok,103.9056076,1.323069747,Opp Blk 16,Jln Eunos,Kembangan
83121,Bedok,103.9106342,1.312608364,Bef Lor K Telok Kurau,Telok Kurau Rd,Frankel
83129,Bedok,103.9106109,1.313063651,Aft Ji Xiang Ct,Telok Kurau Rd,Frankel
83131,Bedok,103.9090772,1.316311389,Aft Lor H Telok Kurau,Telok Kurau Rd,Frankel
83139,Bedok,103.9099756,1.314511389,Aft Joo Chiat Pl,Telok Kurau Rd,Frankel
83141,Bedok,103.9084501,1.31763612,Aft Lor G Telok Kurau,Telok Kurau Rd,Frankel
83149,Bedok,103.9087549,1.31745755,Aft Changi Rd,Telok Kurau Rd,Frankel
83151,Bedok,103.909115,1.314880024,Parkway East Hosp,Joo Chiat Pl,Frankel
83159,Bedok,103.9094777,1.314803541,Opp Parkway East Hosp,Joo Chiat Pl,Frankel
83169,Bedok,103.9068703,1.314281214,Bef Still Rd,Joo Chiat Pl,Frankel
83171,Bedok,103.9190053,1.314736389,Bef Roseburn Ave,Frankel Ave,Frankel
83179,Bedok,103.9192247,1.314604433,Aft Siglap Dr,Frankel Ave,Frankel
83181,Bedok,103.9175534,1.316623431,Aft Bethesda Frankel Ch,Frankel Ave,Frankel
83189,Bedok,103.9174928,1.316839722,Bef Bethesda Frankel Ch,Frankel Ave,Frankel
83191,Bedok,103.9159763,1.317299169,Bef Frankel Dr,Frankel Ave,Frankel
83199,Bedok,103.9162828,1.317336389,Aft Frankel Dr,Frankel Ave,Frankel
83201,Bedok,103.9144099,1.318607741,Bef Frankel Terr,Frankel Ave,Frankel
83209,Bedok,103.9145958,1.318703056,Aft Frankel Terr,Frankel Ave,Frankel
83219,Bedok,103.9191306,1.315873752,Bef Frankel Ave,Siglap Dr,Frankel
83229,Bedok,103.9208365,1.316612591,Bef Carlton Ave,Siglap Dr,Frankel
83231,Bedok,103.9221423,1.317268129,Bef Siglap Dr,Siglap Rd,Frankel
83239,Bedok,103.9224614,1.316959701,Opp Cheviot Hill,Siglap Rd,Frankel
83249,Bedok,103.9217459,1.317866505,Flamingo Valley,Siglap Rd,Frankel
83251,Bedok,103.9219991,1.319238294,Bef Jln Khairuddin,Fidelio St,Frankel
83261,Bedok,103.924247,1.319069067,Opera Est Pr Sch,Fidelio St,Frankel
83269,Bedok,103.923465,1.318950973,Opp Opera Est Pr Sch,Fidelio St,Frankel
83271,Bedok,103.9258854,1.319289642,Aft Swan Lake Ave,Fidelio St,Frankel
83279,Bedok,103.9251053,1.318830834,Aft Carmen St,Fidelio St,Frankel
83281,Bedok,103.9270177,1.319651723,Bef Tosca St,Fidelio St,Frankel
83291,Geylang,103.9058952,1.314733094,Aft Joo Chiat Pl,Still Rd,Geylang East
83299,Bedok,103.9058633,1.315743897,Aft Lor G Telok Kurau,Still Rd,Frankel
83301,Marine Parade,103.9081789,1.308871667,Aft East Coast Rd,Still Rd,Katong
83309,Bedok,103.9080685,1.310454828,Aft Still Lane,Still Rd,Frankel
83311,Marine Parade,103.9069299,1.312419703,Aft Lor Nangka,Still Rd,Katong
83319,Bedok,103.9071401,1.312688336,Aft Lor J Telok Kurau,Still Rd,Frankel
83321,Bedok,103.9136543,1.321687785,Kembangan Stn,Jln Kembangan,Kembangan
83329,Bedok,103.9137983,1.321986427,Opp Kembangan Stn,Jln Kembangan,Kembangan
83331,Bedok,103.9127166,1.323495136,Kg Kembangan CC,Lengkong Tiga,Kembangan
83341,Bedok,103.911098,1.325399682,Blk 102,Lengkong Tiga,Kembangan
83351,Bedok,103.9121311,1.327655833,Grosvenor View,Lengkong Empat,Kembangan
83361,Bedok,103.9144957,1.328507814,Hua Yu Mansions,Lengkong Empat,Kembangan
83371,Bedok,103.9153795,1.326245667,Aft Jln Paras,Jln Selamat,Kembangan
83381,Bedok,103.9145221,1.324667807,Bef Jln Kembangan,Taman Kembangan,Kembangan
84009,Bedok,103.9290382,1.324538743,Bedok Int,Bedok Nth Dr,Bedok North
84011,Bedok,103.9223336,1.322577496,Chai Chee Ind Pk,New Upp Changi Rd,Kembangan
84019,Bedok,103.9226202,1.322219727,Opp Chai Chee Ind Pk,New Upp Changi Rd,Frankel
84021,Bedok,103.9250872,1.323383204,Blk 32,New Upp Changi Rd,Kembangan
84029,Bedok,103.925177,1.32295306,Opp Blk 32,New Upp Changi Rd,Frankel
84031,Bedok,103.9300363,1.324282923,Bedok Stn Exit B,New Upp Changi Rd,Bedok North
84039,Bedok,103.928863,1.323536453,Bedok Stn Exit A,New Upp Changi Rd,Frankel
84041,Bedok,103.934688,1.324690517,Blk 221A,New Upp Changi Rd,Bedok North
84049,Bedok,103.9347122,1.324327198,Blk 27,New Upp Changi Rd,Bedok South
84051,Bedok,103.9389048,1.325200775,Bedok Sports Cplx,New Upp Changi Rd,Bedok North
84059,Bedok,103.9395348,1.324935041,Blk 65,New Upp Changi Rd,Bedok South
84061,Bedok,103.9422313,1.325847905,The Tanamera Condo,New Upp Changi Rd,Bedok North
84069,Bedok,103.9421902,1.325487428,Blk 55,New Upp Changi Rd,Bedok South
84071,Bedok,103.9426001,1.320671384,Blk 71,Bedok Sth Rd,Bedok South
84079,Bedok,103.9432531,1.320993038,Siglap Cc/Opp Blk 71,Bedok Sth Rd,Bedok South
84081,Bedok,103.9402204,1.320438081,Opp Blk 40,Bedok Sth Rd,Bedok South
84089,Bedok,103.9400309,1.32068142,Blk 40,Bedok Sth Rd,Bedok South
84101,Bedok,103.9442152,1.322982005,Opp Blk 49,Bedok Sth Ave 3,Bedok South
84109,Bedok,103.944121,1.323508364,Blk 50,Bedok Sth Ave 3,Bedok South
84111,Bedok,103.935742,1.319588026,Temasek JC,Bedok Sth Rd,Bedok South
84119,Bedok,103.9350681,1.319689028,Opp Temasek JC,Bedok Sth Rd,Bedok South
84121,Bedok,103.9315632,1.318483066,Aft Bedok Sth Ave 1,Bedok Sth Rd,Frankel
84129,Bedok,103.9315867,1.318757905,Fujitec S'pore Ltd,Bedok Sth Rd,Frankel
84131,Bedok,103.9275731,1.321413332,Opp Panasonic,Bedok Sth Rd,Frankel
84139,Bedok,103.9278218,1.321328326,Panasonic,Bedok Sth Rd,Frankel
84141,Bedok,103.9381695,1.320217079,OPP LION HME FOR ELDERS,Bedok Sth Rd,Bedok South
84149,Bedok,103.9383938,1.320479335,LION HME FOR ELDERS,Bedok Sth Rd,Bedok South
84151,Bedok,103.9333402,1.316569997,Casafina,Bedok Sth Ave 1,Bedok South
84159,Bedok,103.9330406,1.316649722,Opp Casafina/Temasek JC,Bedok Sth Ave 1,Frankel
84161,Bedok,103.9324025,1.321651111,BLK 3,Bedok Sth Ave 1,Bedok South
84169,Bedok,103.9321144,1.322133056,OPP BLK 3,Bedok Sth Ave 1,Frankel
84191,Bedok,103.9353376,1.32566319,Blk 220 CP,Bedok Nth Ave 3,Bedok North
84199,Bedok,103.9355564,1.325532837,Opp Blk 220 CP,Bedok Nth Ave 3,Bedok North
84201,Bedok,103.933094,1.336600544,BEDOK RESVR STN EXIT A,Bedok Nth Ave 3,Bedok Reservoir
84209,Bedok,103.9333359,1.337025137,Bedok Resvr Stn Exit B,Bedok Nth Ave 3,Bedok Reservoir
84211,Bedok,103.9344397,1.330047447,Blk 403,Bedok Nth Ave 3,Bedok North
84219,Bedok,103.9348131,1.329408889,Bet Blks 139/140,Bedok Nth Ave 3,Bedok North
84221,Bedok,103.9351274,1.331857985,Blk 109,Bedok Nth Rd,Bedok North
84229,Bedok,103.935314,1.331599532,Blk 111,Bedok Nth Rd,Bedok North
84231,Bedok,103.938555,1.331738716,Blk 85,Bedok Nth Rd,Bedok North
84239,Bedok,103.9383569,1.331518361,Opp Blk 85,Bedok Nth Rd,Bedok North
84241,Bedok,103.9400487,1.328613929,Blk 81,Bedok Nth Rd,Bedok North
84249,Bedok,103.9396062,1.329416689,Blk 124,Bedok Nth Rd,Bedok North
84251,Bedok,103.938838,1.333468321,Blk 99,Bedok Nth Ave 4,Bedok North
84259,Bedok,103.9391068,1.333288076,Blk 88,Bedok Nth Ave 4,Bedok North
84261,Bedok,103.941658,1.334189,St. Anthony's Cano Sch,Bedok Nth Ave 4,Bedok North
84269,Bedok,103.9418503,1.334023333,Blk 95,Bedok Nth Ave 4,Bedok North
84271,Tampines,103.94411,1.336735,Aft Bedok Ind Pk E,Bedok Nth Ave 4,Simei
84279,Tampines,103.9443964,1.336641607,Aft Bedok Nth St 5,Bedok Nth Ave 4,Simei
84281,Bedok,103.9403951,1.326577142,Blk 180,Bedok Nth Rd,Bedok North
84289,Bedok,103.9401707,1.326630771,Opp Blk 180,Bedok Nth Rd,Bedok North
84299,Tampines,103.9475005,1.338000814,Bedok Nth Depot,Bedok Nth Ave 4,Simei
84301,Bedok,103.9265663,1.327821402,Opp Kg Chai Chee CC,Bedok Nth Ave 1,Kembangan
84309,Bedok,103.926874,1.328028033,Kg Chai Chee CC,Bedok Nth Ave 1,Bedok North
84311,Bedok,103.9273167,1.329998721,Blk 521,Bedok Nth Rd,Bedok North
84319,Bedok,103.9277152,1.329805645,Blk 428,Bedok Nth Rd,Bedok North
84321,Bedok,103.9297739,1.330600636,Blk 516,Bedok Nth Rd,Bedok North
84329,Bedok,103.9297006,1.330293232,Blk 414,Bedok Nth Rd,Bedok North
84331,Bedok,103.9309999,1.328988299,Opp Blk 416,Bedok Nth Ave 2,Bedok North
84339,Bedok,103.9307906,1.3287447,Blk 416,Bedok Nth Ave 2,Bedok North
84341,Bedok,103.9319837,1.331103493,Opp Fengshan Pr Sch,Bedok Nth Rd,Bedok North
84349,Bedok,103.9323322,1.330917486,Fengshan Pr Sch,Bedok Nth Rd,Bedok North
84351,Bedok,103.9340968,1.327665624,Bedok Ctrl PO,Bedok Nth St 1,Bedok North
84359,Bedok,103.9340762,1.327877049,Opp Bedok Ctrl PO,Bedok Nth St 1,Bedok North
84361,Bedok,103.924625,1.329366389,Blk 547,Bedok Nth Rd,Bedok North
84369,Bedok,103.924608,1.329162,Blk 45,Bedok Nth Rd,Kembangan
84371,Bedok,103.9262383,1.33055,Blk 546,Bedok Nth Ave 1,Bedok North
84379,Bedok,103.926455,1.330414956,Opp Blk 546,Bedok Nth Ave 1,Bedok North
84381,Bedok,103.9242601,1.330786674,Blk 544,Bedok Nth St 3,Bedok North
84391,Bedok,103.9244766,1.332749996,Blk 534,Bedok Nth St 3,Bedok North
84401,Bedok,103.9269811,1.333165,Opp Blk 550,Bedok Nth St 3,Bedok North
84409,Bedok,103.9266917,1.332910024,Blk 550,Bedok Nth St 3,Bedok North
84411,Bedok,103.9292843,1.333838064,Blk 526,Bedok Nth St 3,Bedok North
84419,Bedok,103.9292289,1.33361649,Blk 512,Bedok Nth St 3,Bedok North
84421,Bedok,103.9303205,1.332322701,Blk 510,Bedok Nth Ave 2,Bedok North
84429,Bedok,103.9301433,1.332225263,Blk 515,Bedok Nth Ave 2,Bedok North
84431,Tampines,103.9502227,1.335136444,Blk 3014,Bedok Nth Ave 4,Simei
84439,Tampines,103.9502402,1.334747324,Opp Blk 3014,Bedok Nth Ave 4,Simei
84449,Bedok,103.931552,1.333221701,Blk 509,Bedok Nth St 3,Bedok North
84451,Bedok,103.918055,1.335644,BEDOK NTH STN EXIT A,Bedok Nth Rd,Kaki Bukit
84459,Bedok,103.9184512,1.335228317,Bet Blks 705/706,Bedok Nth Rd,Bedok Reservoir
84461,Bedok,103.9193903,1.338071389,Opp Blk 701,Bedok Reservoir Rd,Bedok Reservoir
84469,Bedok,103.9197283,1.337515292,Blk 703,Bedok Reservoir Rd,Bedok Reservoir
84471,Bedok,103.9219975,1.337333047,Blk 745,Bedok Reservoir Rd,Bedok Reservoir
84479,Bedok,103.9225316,1.337421064,Blk 713,Bedok Reservoir Rd,Bedok Reservoir
84481,Bedok,103.9153287,1.337531673,Aft Bedok Ind Pk C,Bedok Reservoir Rd,Kaki Bukit
84489,Bedok,103.9161883,1.338047222,Opp Bedok Ind Pk C,Bedok Reservoir Rd,Kaki Bukit
84491,Bedok,103.9141394,1.334639467,Blk 629,Bedok Reservoir Rd,Kaki Bukit
84499,Bedok,103.9140158,1.335207792,Blk 140,Bedok Reservoir Rd,Kaki Bukit
84501,Bedok,103.9159894,1.333195,Christ Ch,Bedok Reservoir Rd,Kaki Bukit
84511,Bedok,103.9132942,1.332069722,Blk 608,Bedok Reservoir Rd,Kaki Bukit
84521,Bedok,103.9339381,1.332305,Blk 506,Bedok Nth Ave 3,Bedok North
84529,Bedok,103.9343131,1.332133056,Blk 109,Bedok Nth Ave 3,Bedok North
84539,Bedok,103.9185175,1.335034218,BEDOK NTH STN EXIT B,Bedok Nth Rd,Bedok Reservoir
84541,Bedok,103.9251916,1.327618019,Blk 42,Chai Chee St,Kembangan
84549,Bedok,103.9251209,1.327201689,Opp Blk 42,Chai Chee St,Kembangan
84551,Bedok,103.9225201,1.328538871,BLK 51,Chai Chee St,Kembangan
84559,Bedok,103.9228712,1.328333051,Opp Blks 50/51,Chai Chee St,Kembangan
84561,Bedok,103.9197383,1.328047257,BLK 53,Chai Chee St,Kembangan
84569,Bedok,103.9201112,1.327969749,Opp Blk 53,Chai Chee St,Kembangan
84571,Bedok,103.9187402,1.326532285,OPP BLK 55,Chai Chee Dr,Kembangan
84579,Bedok,103.9194896,1.325847724,Aft Chai Chee St,Chai Chee Dr,Kembangan
84581,Bedok,103.9194505,1.323806825,Opp Bedok Sth NPC,Chai Chee Dr,Kembangan
84589,Bedok,103.9195437,1.323112773,Bef New Upp Changi Rd,Chai Chee Dr,Kembangan
84591,Tampines,103.9469947,1.337748056,Sbst Bedok Nth Depot,Bedok Nth Ave 4,Simei
84599,Tampines,103.946468,1.337726076,Opp Sbst Bedok Nth Depot,Bedok Nth Ave 4,Simei
84601,Bedok,103.9311697,1.338201375,Opp Waterfront Key,Bedok Reservoir Rd,Bedok Reservoir
84609,Bedok,103.9313081,1.337911389,Waterfront Key,Bedok Reservoir Rd,Bedok Reservoir
84611,Bedok,103.9279548,1.339224698,Opp Waterfront Isle,Bedok Reservoir Rd,Bedok Reservoir
84619,Bedok,103.9274669,1.338965014,Waterfront Isle,Bedok Reservoir Rd,Bedok Reservoir
84621,Bedok,103.9249205,1.338314978,Opp Blk 716,Bedok Reservoir Rd,Bedok Reservoir
84629,Bedok,103.9253787,1.338157493,Blk 716,Bedok Reservoir Rd,Bedok Reservoir
84631,Bedok,103.9294825,1.338792752,Opp Waterfront Waves,Bedok Reservoir Rd,Bedok Reservoir
84639,Bedok,103.9293772,1.338571398,Aft Waterfront Waves,Bedok Reservoir Rd,Bedok Reservoir
84641,Bedok,103.9229933,1.324606111,Blk 24,Chai Chee Rd,Kembangan
84649,Bedok,103.9231492,1.324778056,Opp Blk 24,Chai Chee Rd,Kembangan
84661,Bedok,103.9443891,1.319928116,Blk 172,Bedok Sth Ave 3,Bedok South
84669,Bedok,103.9441816,1.319941112,Blk 73,Bedok Sth Ave 3,Bedok South
84671,Bedok,103.9450956,1.317593333,Aft Blk 156,Bedok Sth Ave 3,Bedok South
84679,Bedok,103.9447656,1.318043056,Opp Blk 156,Bedok Sth Ave 3,Bedok South
84681,Bedok,103.9470593,1.320218344,Blk 163,Bedok Sth Rd,Bedok South
84691,Bedok,103.9459575,1.321118056,Blk 171,Bedok Sth Rd,Bedok South
84701,Bedok,103.9121421,1.336013044,Blk 151,Kaki Bt Ave 1,Kaki Bukit
84709,Bedok,103.9124251,1.33644333,Opp Blk 150,Kaki Bt Ave 1,Kaki Bukit
85019,Bedok,103.9553447,1.321288333,Eastwood Ctr,Bedok Rd,Bedok South
85021,Bedok,103.9546847,1.321903056,Country Pk,Bedok Rd,Bedok South
85029,Bedok,103.9542997,1.322618056,Aft Bedok Meth Ch,Bedok Rd,Bedok South
85031,Bedok,103.9523202,1.325011151,Excelsior Gdns,Bedok Rd,Bedok South
85039,Bedok,103.9529859,1.324424974,Opp Excelsior Gdns,Bedok Rd,Bedok South
85041,Bedok,103.9511642,1.32646471,Man Fatt Lam Tp,Bedok Rd,Bedok South
85049,Bedok,103.9512487,1.326719987,Opp Man Fatt Lam Tp,Bedok Rd,Bedok South
85051,Bedok,103.9488012,1.329569683,Aft Jln Chempaka Kuning,Bedok Rd,Bedok North
85059,Bedok,103.9490661,1.329502222,Bef Jln Chempaka Kuning,Bedok Rd,Bedok North
85061,Bedok,103.94739,1.33146,Opp Bedok Mkt Pl,Bedok Rd,Bedok North
85069,Bedok,103.94738,1.3318,Bedok Mkt Pl,Bedok Rd,Bedok North
85071,Tampines,103.9498517,1.334076531,Bef Changi Fire Stn,Upp Changi Rd,Simei
85079,Tampines,103.9501523,1.3339489,Flextronic,Upp Changi Rd,Simei
85081,Bedok,103.9471998,1.332923314,Bef Jln Pari Burong,Upp Changi Rd,Bedok North
85089,Bedok,103.9488033,1.333380024,Aft Sungei Bedok,Upp Changi Rd,Bedok North
85091,Bedok,103.9463612,1.327549127,Tanah Merah Stn Exit B,New Upp Changi Rd,Bedok North
85099,Bedok,103.9464599,1.326844378,Tanah Merah Stn Exit A,New Upp Changi Rd,Bedok South
85101,Bedok,103.9507171,1.329314998,Aft Bedok Rd,Upp Changi Rd East,Bedok North
85109,Bedok,103.9513486,1.329455232,Bef Bedok Rd,Upp Changi Rd East,Bedok South
90011,Kallang,103.8692482,1.297112864,Bef Tg Rhu View,Tg Rhu Rd,Tanjong Rhu
90019,Kallang,103.8696136,1.296970915,Pk Shore Condo,Tg Rhu Rd,Tanjong Rhu
90021,Kallang,103.8710544,1.297235556,Pebble Bay,Tg Rhu Rd,Tanjong Rhu
90029,Kallang,103.8725309,1.297006696,Opp Pebble Bay,Tg Rhu Rd,Tanjong Rhu
90031,Kallang,103.8750052,1.296560227,Tg Ria Condo,Tg Rhu Rd,Tanjong Rhu
90039,Kallang,103.8753931,1.296633057,Opp Tg Ria Condo,Tg Rhu Rd,Tanjong Rhu
90051,Kallang,103.8791731,1.297659444,Opp S'pore Swim Club,Tg Rhu Rd,Tanjong Rhu
90059,Kallang,103.8791081,1.297578611,S'pore Swim Club,Tg Rhu Rd,Tanjong Rhu
90061,Kallang,103.8824094,1.2981225,Dunman High Sch,Tg Rhu Rd,Tanjong Rhu
90069,Kallang,103.8825818,1.29795474,Opp Dunman High Sch,Tg Rhu Rd,Tanjong Rhu
90079,Kallang,103.8673275,1.297607182,Opp Costa Rhu Condo,Rhu Cross,Tanjong Rhu
91041,Marine Parade,103.8865108,1.301003039,EtonHouse Pre-Sch,Mountbatten Rd,Mountbatten
91049,Marine Parade,103.886433,1.30069808,Bef Fort Rd,Mountbatten Rd,Mountbatten
91051,Marine Parade,103.8894692,1.300464708,Opp Santa Fe Mansions,Mountbatten Rd,Mountbatten
91059,Marine Parade,103.8883133,1.300526389,Katong Pk Twrs,Mountbatten Rd,Mountbatten
91061,Marine Parade,103.8925669,1.300607778,Bet Hse No. 767/767A,Mountbatten Rd,Mountbatten
91069,Marine Parade,103.8930472,1.300618926,Bef Walton Rd,Mountbatten Rd,Mountbatten
91071,Marine Parade,103.8959908,1.301713057,Bef Tg Katong Rd,Mountbatten Rd,Mountbatten
91079,Marine Parade,103.8952667,1.301306399,Aft Tg Katong Rd,Mountbatten Rd,Mountbatten
91081,Kallang,103.8853339,1.299305,Fort Gdns,Fort Rd,Tanjong Rhu
91089,Marine Parade,103.8855302,1.299138326,Opp Fort Gdns,Fort Rd,Mountbatten
91091,Kallang,103.8843685,1.303149765,Bef Kg Kayu Rd,Mountbatten Rd,Tanjong Rhu
91099,Marine Parade,103.8847192,1.303209728,Bef Wilkinson Rd,Mountbatten Rd,Mountbatten
91101,Marine Parade,103.8966875,1.296071376,Tg Katong Flyover,East Coast Pk Svc Rd,Marina East (Mp)
91111,Marine Parade,103.8924624,1.295355445,CP B1,East Coast Pk Svc Rd,Marina East (Mp)
92041,Marine Parade,103.9058301,1.30327283,Opp Parkway Parade,Marine Parade Rd,Marine Parade
92049,Marine Parade,103.905955,1.302999,Parkway Parade,Marine Parade Rd,Marine Parade
92051,Marine Parade,103.907833,1.304618347,Opp Blk 72,Marine Parade Rd,Katong
92059,Marine Parade,103.907533,1.304086,Bet Blks 72/74,Marine Parade Rd,Marine Parade
92061,Bedok,103.910596,1.305853047,CHIJ Katong Convent (Pr),Marine Parade Rd,Frankel
92069,Marine Parade,103.9110052,1.305663068,Tao Nan Sch,Marine Parade Rd,Marine Parade
